,points,province,variety,price
2038,3,Oregon,Pinot Noir,40
2039,2,Limarí Valley,Chardonnay,16
2045,3,California,Pinot Noir,36
2046,2,California,Cabernet Sauvignon,19
2049,3,California,Pinot Noir,50
2052,1,Colchagua Valley,Cabernet Sauvignon,13
2053,3,California,Cabernet Sauvignon,28
2056,1,Mendoza Province,Pinot Noir,16
2060,2,California,Sauvignon Blanc,15
2068,2,California,Chardonnay,35
2070,2,California,Chardonnay,20
2075,3,Oregon,Pinot Noir,35
2076,1,Mendoza Province,Chardonnay,8
2079,3,Northeastern Italy,Chardonnay,20
2081,4,California,Cabernet Sauvignon,60
2084,3,Martinborough,Pinot Noir,30
2088,2,California,Chardonnay,15
2090,1,Rheinhessen,Sauvignon Blanc,28
2093,3,California,Cabernet Sauvignon,75
2098,2,California,Red Blend,28
2102,4,California,Pinot Noir,70
2106,2,Washington,Chardonnay,13
2107,2,California,Cabernet Sauvignon,20
2110,4,Burgundy,Pinot Noir,75
2111,2,California,Chardonnay,30
2112,2,Catalonia,Red Blend,20
2115,3,Washington,Red Blend,50
2120,3,California,Pinot Noir,50
2122,2,California,Sauvignon Blanc,12
2123,2,Central Valley,Sauvignon Blanc,10
2124,1,California,Pinot Noir,19
2125,2,Washington,Red Blend,18
2126,3,Casablanca Valley,Sauvignon Blanc,13
2129,2,California,Pinot Noir,60
2135,2,California,Cabernet Sauvignon,34
2136,2,Central Otago,Pinot Noir,22
2137,4,California,Chardonnay,38
2144,3,California,Cabernet Sauvignon,84
2147,1,California,Cabernet Sauvignon,17
2149,3,Burgenland,Pinot Noir,40
2150,4,California,Chardonnay,43
2152,4,Washington,Cabernet Sauvignon,48
2154,2,California,Cabernet Sauvignon,25
2156,3,Sicily & Sardinia,Chardonnay,21
2157,2,California,Cabernet Sauvignon,75
2161,3,Tuscany,Red Blend,18
2167,2,California,Sauvignon Blanc,18
2170,2,California,Chardonnay,38
2171,2,Marlborough,Chardonnay,20
2172,2,California,Chardonnay,13
2174,2,California,Cabernet Sauvignon,79
2177,4,California,Cabernet Sauvignon,50
2184,2,California,Cabernet Sauvignon,45
2186,1,California,Pinot Noir,33
2189,3,California,Pinot Noir,45
2191,3,Catalonia,Cabernet Sauvignon,46
2192,1,California,Red Blend,14
2194,4,Burgundy,Chardonnay,100
2198,3,California,Pinot Noir,48
2199,2,California,Chardonnay,25
2200,3,Mendoza Province,Cabernet Sauvignon,20
2201,3,California,Cabernet Sauvignon,48
2202,3,Stellenbosch,Cabernet Sauvignon,32
2205,4,California,Pinot Noir,67
2207,3,South Australia,Cabernet Sauvignon,29
2211,4,British Columbia,Pinot Noir,40
2212,3,Oregon,Pinot Noir,35
2213,3,Washington,Chardonnay,26
2216,1,Mendoza Province,Sauvignon Blanc,17
2226,2,California,Cabernet Sauvignon,30
2229,2,Burgundy,Chardonnay,17
2232,3,Maipo Valley,Red Blend,50
2233,3,California,Pinot Noir,32
2234,4,Northern Spain,Red Blend,115
2236,3,California,Cabernet Sauvignon,26
2240,3,California,Sauvignon Blanc,23
2242,2,Australia Other,Chardonnay,7
2246,1,California,Cabernet Sauvignon,9
2248,4,Mendoza Province,Red Blend,50
2253,3,California,Cabernet Sauvignon,111
2254,4,Burgundy,Chardonnay,110
2256,1,South Australia,Chardonnay,20
2257,3,California,Cabernet Sauvignon,24
2259,4,South Australia,Cabernet Sauvignon,50
2261,3,San Antonio,Sauvignon Blanc,16
2263,2,California,Red Blend,17
2269,2,Oregon,Pinot Noir,16
2270,2,California,Cabernet Sauvignon,27
2275,2,Central Otago,Pinot Noir,24
2276,2,Marlborough,Pinot Noir,17
2288,3,Southern Italy,Red Blend,64
2290,3,California,Chardonnay,35
2291,2,California,Pinot Noir,13
2293,2,Central Italy,Red Blend,13
2296,4,Burgundy,Pinot Noir,312
2303,3,California,Cabernet Sauvignon,50
2314,4,California,Cabernet Sauvignon,55
2315,3,Washington,Chardonnay,35
2316,1,California,Chardonnay,14
2326,3,California,Pinot Noir,52
2329,3,California,Cabernet Sauvignon,29
2330,2,Southern Italy,Red Blend,42
2335,3,Oregon,Pinot Noir,68
2336,3,Northeastern Italy,Chardonnay,24
2337,3,Oregon,Red Blend,30
2338,3,California,Pinot Noir,54
2341,4,Burgundy,Pinot Noir,190
2343,3,California,Pinot Noir,70
2351,2,California,Sauvignon Blanc,16
2354,2,Peloponnese,Cabernet Sauvignon,16
2355,3,California,Pinot Noir,45
2357,4,California,Pinot Noir,62
2362,2,California,Pinot Noir,55
2364,2,California,Pinot Noir,27
2365,4,California,Red Blend,55
2370,2,California,Pinot Noir,69
2374,2,Mendoza Province,Cabernet Sauvignon,10
2379,3,California,Sauvignon Blanc,42
2380,2,California,Pinot Noir,44
2382,3,California,Pinot Noir,42
2384,2,Burgundy,Pinot Noir,50
2386,3,California,Chardonnay,32
2389,2,California,Pinot Noir,44
2393,1,California,Chardonnay,30
2395,4,Mendoza Province,Red Blend,70
2396,4,Victoria,Cabernet Sauvignon,35
2403,4,California,Pinot Noir,68
2406,4,British Columbia,Pinot Noir,45
2413,3,Washington,Cabernet Sauvignon,30
2415,2,California,Sauvignon Blanc,18
2416,3,Oregon,Cabernet Sauvignon,40
2420,5,Burgundy,Chardonnay,451
2422,2,Colchagua Valley,Cabernet Sauvignon,11
2423,2,Washington,Red Blend,28
2425,2,California,Chardonnay,34
2433,3,California,Cabernet Sauvignon,45
2438,2,Colchagua Valley,Chardonnay,15
2439,3,California,Pinot Noir,55
2441,3,Washington,Red Blend,18
2446,2,California,Pinot Noir,46
2447,2,Podunavlje,Red Blend,13
2448,3,California,Pinot Noir,40
2449,1,California,Cabernet Sauvignon,35
2451,3,Burgundy,Chardonnay,36
2454,2,Paarl,Chardonnay,14
2456,2,Colchagua Valley,Cabernet Sauvignon,11
2459,2,California,Pinot Noir,39
2460,3,Tuscany,Red Blend,19
2461,2,California,Cabernet Sauvignon,50
2463,2,California,Chardonnay,20
2465,4,California,Cabernet Sauvignon,40
2469,3,Mendoza Province,Chardonnay,33
2471,3,California,Pinot Noir,62
2472,1,California,Cabernet Sauvignon,12
2473,2,Victoria,Pinot Noir,20
2474,1,Mendoza Province,Cabernet Sauvignon,8
2475,4,Burgundy,Pinot Noir,145
2476,2,Central Spain,Sauvignon Blanc,9
2477,1,California,Cabernet Sauvignon,49
2478,2,California,Chardonnay,25
2481,4,California,Pinot Noir,42
2482,2,California,Chardonnay,15
2483,2,California,Pinot Noir,29
2484,4,California,Pinot Noir,65
2485,2,California,Chardonnay,18
2488,1,California,Cabernet Sauvignon,15
2495,4,Tuscany,Cabernet Sauvignon,30
2496,3,Catalonia,Cabernet Sauvignon,75
2497,2,Sicily & Sardinia,Red Blend,15
2505,2,California,Sauvignon Blanc,16
2507,3,California,Sauvignon Blanc,12
2510,3,Northeastern Italy,Red Blend,25
2514,3,Champagne,Chardonnay,54
2516,3,Vienna,Red Blend,20
2517,3,Washington,Cabernet Sauvignon,40
2518,1,Other,Cabernet Sauvignon,19
2521,2,California,Chardonnay,30
2523,3,Washington,Chardonnay,45
2526,2,California,Chardonnay,24
2528,2,Central Italy,Red Blend,36
2529,3,Tuscany,Red Blend,24
2532,1,Casablanca Valley,Chardonnay,13
2534,2,Languedoc-Roussillon,Sauvignon Blanc,10
2538,3,Oregon,Pinot Noir,50
2540,2,California,Chardonnay,13
2546,3,California,Pinot Noir,42
2547,3,Tuscany,Red Blend,18
2548,4,Sicily & Sardinia,Red Blend,59
2552,4,California,Cabernet Sauvignon,44
2556,3,California,Cabernet Sauvignon,50
2560,3,California,Chardonnay,13
2561,2,Oregon,Pinot Noir,26
2562,3,South Australia,Red Blend,28
2564,4,Burgundy,Pinot Noir,65
2567,3,California,Chardonnay,20
2570,4,California,Chardonnay,45
2571,3,Australia Other,Chardonnay,30
2573,1,California,Chardonnay,10
2578,4,Burgundy,Pinot Noir,260
2581,4,Burgundy,Chardonnay,95
2583,2,California,Pinot Noir,34
2585,3,California,Cabernet Sauvignon,25
2587,3,California,Chardonnay,18
2589,4,California,Pinot Noir,48
2591,2,California,Chardonnay,38
2592,4,California,Pinot Noir,50
2593,3,California,Chardonnay,35
2597,5,Washington,Cabernet Sauvignon,80
2598,2,Elim,Sauvignon Blanc,20
2609,3,Oregon,Pinot Noir,48
2610,3,Oregon,Pinot Noir,42
2612,3,California,Sauvignon Blanc,25
2613,2,Maule Valley,Chardonnay,14
2618,4,California,Pinot Noir,54
2621,1,California,Chardonnay,30
2630,4,California,Chardonnay,55
2634,2,California,Pinot Noir,30
2635,1,Virginia,Chardonnay,16
2638,2,California,Chardonnay,24
2640,3,Champagne,Chardonnay,399
2645,2,California,Red Blend,18
2647,3,Marlborough,Sauvignon Blanc,16
2649,2,Casablanca Valley,Chardonnay,12
2652,3,Northeastern Italy,Chardonnay,82
2653,3,Mendoza Province,Cabernet Sauvignon,30
2656,3,California,Chardonnay,24
2657,4,Veneto,Red Blend,85
2658,2,California,Cabernet Sauvignon,30
2660,3,California,Chardonnay,24
2662,3,California,Chardonnay,33
2664,2,California,Sauvignon Blanc,14
2665,3,California,Cabernet Sauvignon,40
2666,2,California,Pinot Noir,26
2671,1,Mendoza Province,Pinot Noir,17
2672,4,California,Pinot Noir,66
2674,2,California,Pinot Noir,42
2676,3,California,Cabernet Sauvignon,75
2680,2,South Australia,Chardonnay,12
2682,2,California,Sauvignon Blanc,17
2685,2,South Australia,Cabernet Sauvignon,29
2686,3,Central Otago,Pinot Noir,55
2687,3,Oregon,Pinot Noir,25
2689,4,Tuscany,Red Blend,70
2695,2,Washington,Chardonnay,13
2696,2,California,Pinot Noir,45
2699,3,Casablanca Valley,Sauvignon Blanc,15
2700,3,California,Cabernet Sauvignon,35
2702,2,California,Chardonnay,41
2704,1,Lontué Valley,Sauvignon Blanc,12
2708,3,Washington,Red Blend,30
2709,3,Veneto,Red Blend,52
2710,2,California,Chardonnay,8
2711,3,California,Sauvignon Blanc,21
2713,3,Washington,Cabernet Sauvignon,27
2718,3,Waipara Valley,Chardonnay,39
2721,2,Central Valley,Chardonnay,7
2726,2,Bío Bío Valley,Pinot Noir,27
2727,2,California,Chardonnay,19
2728,2,Tuscany,Red Blend,20
2735,2,California,Cabernet Sauvignon,27
2736,3,Robertson,Chardonnay,10
2739,2,California,Cabernet Sauvignon,75
2745,3,Marlborough,Pinot Noir,35
2746,3,California,Sauvignon Blanc,20
2747,2,California,Pinot Noir,48
2751,3,Martinborough,Pinot Noir,50
2752,3,Casablanca Valley,Sauvignon Blanc,13
2755,3,Central Valley,Cabernet Sauvignon,25
2760,2,Mendoza Province,Cabernet Sauvignon,25
2764,1,Languedoc-Roussillon,Sauvignon Blanc,10
2766,3,California,Chardonnay,30
2767,4,Central Otago,Pinot Noir,60
2770,3,Oregon,Pinot Noir,45
2774,3,Marlborough,Pinot Noir,31
2775,2,Casablanca Valley,Sauvignon Blanc,14
2776,3,Oregon,Pinot Noir,50
2777,3,California,Pinot Noir,48
2778,3,Tuscany,Red Blend,21
2779,4,California,Chardonnay,30
2784,2,California,Pinot Noir,39
2797,3,Marlborough,Sauvignon Blanc,15
2801,2,Mendoza Province,Chardonnay,12
2804,3,California,Cabernet Sauvignon,65
2805,3,California,Cabernet Sauvignon,78
2808,3,California,Red Blend,40
2810,3,Marlborough,Sauvignon Blanc,15
2814,3,Maipo Valley,Cabernet Sauvignon,18
2815,3,California,Pinot Noir,52
2816,3,California,Chardonnay,35
2818,4,California,Cabernet Sauvignon,75
2827,2,Pennsylvania,Cabernet Sauvignon,46
2832,3,Mendoza Province,Red Blend,70
2835,2,Washington,Cabernet Sauvignon,30
2838,3,California,Cabernet Sauvignon,50
2841,4,California,Sauvignon Blanc,35
2842,2,California,Cabernet Sauvignon,40
2843,2,Washington,Cabernet Sauvignon,30
2844,2,California,Cabernet Sauvignon,16
2846,3,Loire Valley,Sauvignon Blanc,32
2849,4,Burgundy,Chardonnay,70
2850,3,Maipo Valley,Red Blend,65
2851,4,California,Pinot Noir,39
2859,3,California,Chardonnay,25
2861,2,Southern Italy,Red Blend,27
2862,4,California,Pinot Noir,75
2864,2,Pfalz,Red Blend,17
2867,2,California,Cabernet Sauvignon,20
2876,2,California,Chardonnay,21
2888,4,Loire Valley,Sauvignon Blanc,59
2889,3,Washington,Red Blend,28
2894,2,California,Red Blend,32
2897,4,Stellenbosch,Chardonnay,17
2898,3,Oregon,Pinot Noir,45
2899,3,California,Chardonnay,30
2902,3,Marlborough,Sauvignon Blanc,17
2903,3,Oregon,Pinot Noir,24
2905,3,California,Pinot Noir,49
2907,3,California,Pinot Noir,40
2908,3,Burgundy,Pinot Noir,25
2910,3,California,Cabernet Sauvignon,42
2912,3,Burgundy,Pinot Noir,140
2913,2,Alsace,Pinot Noir,17
2916,4,California,Cabernet Sauvignon,70
2918,2,California,Cabernet Sauvignon,100
2922,3,Central Otago,Pinot Noir,32
2923,4,California,Red Blend,52
2924,1,California,Chardonnay,15
2926,4,California,Chardonnay,39
2932,2,California,Pinot Noir,17
2936,3,California,Pinot Noir,50
2940,2,California,Pinot Noir,16
2942,1,Maipo Valley,Pinot Noir,7
2947,4,Champagne,Chardonnay,70
2951,3,Burgundy,Pinot Noir,60
2952,2,Oregon,Pinot Noir,15
2953,3,South Australia,Cabernet Sauvignon,47
2954,3,California,Pinot Noir,58
2956,3,Burgundy,Pinot Noir,50
2958,2,Tuscany,Red Blend,16
2964,3,California,Sauvignon Blanc,20
2967,2,Marlborough,Sauvignon Blanc,17
2970,2,Burgundy,Chardonnay,18
2974,2,California,Chardonnay,40
2979,3,California,Chardonnay,20
2980,2,Catalonia,Red Blend,22
2984,4,California,Pinot Noir,44
2985,2,California,Cabernet Sauvignon,50
2994,2,California,Chardonnay,40
2996,2,California,Chardonnay,16
3001,3,Pirque,Chardonnay,19
3002,2,California,Chardonnay,38
3003,3,Mendoza Province,Cabernet Sauvignon,25
3006,3,South Australia,Cabernet Sauvignon,19
3010,2,Mendoza Province,Chardonnay,12
3012,4,California,Chardonnay,21
3014,4,California,Cabernet Sauvignon,90
3016,4,California,Pinot Noir,60
3017,4,California,Chardonnay,41
3018,2,California,Pinot Noir,28
3019,2,Veneto,Chardonnay,14
3024,2,Champagne,Chardonnay,75
3027,2,Oregon,Pinot Noir,25
3028,2,California,Chardonnay,16
3029,4,California,Chardonnay,60
3030,2,California,Pinot Noir,14
3031,5,California,Cabernet Sauvignon,125
3033,1,Loire Valley,Sauvignon Blanc,11
3035,1,California,Cabernet Sauvignon,15
3037,3,Casablanca Valley,Pinot Noir,15
3040,2,California,Cabernet Sauvignon,65
3046,3,Oregon,Pinot Noir,35
3047,2,California,Red Blend,50
3049,3,Marlborough,Chardonnay,25
3050,2,Limarí Valley,Chardonnay,15
3056,4,Washington,Red Blend,45
3061,3,California,Pinot Noir,48
3064,2,Maipo Valley,Cabernet Sauvignon,13
3074,3,Loire Valley,Sauvignon Blanc,33
3076,2,California,Red Blend,14
3077,3,California,Sauvignon Blanc,15
3079,3,California,Cabernet Sauvignon,29
3081,1,California,Pinot Noir,24
3082,3,Oregon,Pinot Noir,38
3083,4,California,Chardonnay,26
3084,2,California,Chardonnay,10
3089,2,Robertson,Chardonnay,10
3094,3,California,Cabernet Sauvignon,50
3098,2,California,Chardonnay,30
3099,4,California,Pinot Noir,60
3100,2,Tuscany,Red Blend,13
3101,2,California,Sauvignon Blanc,11
3102,4,California,Cabernet Sauvignon,175
3104,1,California,Cabernet Sauvignon,20
3107,4,California,Pinot Noir,68
3108,3,California,Red Blend,30
3114,3,Stellenbosch,Cabernet Sauvignon,45
3116,2,California,Chardonnay,60
3117,3,California,Pinot Noir,20
3119,2,Maule Valley,Red Blend,11
3128,2,Estremadura,Red Blend,11
3129,2,Southwest France,Red Blend,16
3131,3,California,Chardonnay,35
3133,4,California,Cabernet Sauvignon,48
3136,2,Western Cape,Sauvignon Blanc,14
3138,1,Oregon,Pinot Noir,19
3139,2,South Australia,Chardonnay,18
3142,1,Other,Cabernet Sauvignon,9
3146,4,California,Pinot Noir,58
3150,4,Burgundy,Pinot Noir,85
3152,2,California,Red Blend,22
3156,2,Colorado,Red Blend,50
3157,2,Central Spain,Red Blend,18
3158,4,Washington,Chardonnay,32
3161,3,California,Cabernet Sauvignon,45
3163,3,San Jose,Red Blend,60
3166,4,California,Pinot Noir,42
3167,2,California,Chardonnay,19
3169,2,Washington,Cabernet Sauvignon,18
3170,4,California,Pinot Noir,28
3171,4,California,Chardonnay,60
3174,3,Western Australia,Chardonnay,24
3175,1,Curicó Valley,Cabernet Sauvignon,15
3177,3,Marlborough,Sauvignon Blanc,22
3178,1,California,Red Blend,45
3180,2,California,Sauvignon Blanc,12
3181,2,California,Chardonnay,16
3184,3,Südsteiermark,Sauvignon Blanc,22
3185,2,Washington,Chardonnay,12
3186,3,California,Sauvignon Blanc,25
3188,3,Oregon,Pinot Noir,40
3192,2,Australia Other,Chardonnay,9
3196,2,California,Pinot Noir,35
3197,3,California,Sauvignon Blanc,16
3201,3,Burgundy,Pinot Noir,42
3204,3,South Australia,Cabernet Sauvignon,15
3205,3,Tuscany,Red Blend,29
3208,2,Marlborough,Sauvignon Blanc,7
3211,3,California,Pinot Noir,39
3213,3,California,Pinot Noir,30
3215,4,California,Pinot Noir,34
3221,2,Tuscany,Red Blend,14
3226,4,Martinborough,Chardonnay,60
3232,3,California,Red Blend,55
3236,2,California,Chardonnay,28
3238,3,Washington,Red Blend,16
3242,3,South Australia,Cabernet Sauvignon,15
3245,3,Burgundy,Chardonnay,26
3246,2,California,Sauvignon Blanc,18
3258,4,Loire Valley,Pinot Noir,130
3259,2,California,Pinot Noir,46
3261,3,California,Pinot Noir,45
3264,3,Tuscany,Red Blend,35
3265,1,California,Chardonnay,14
3268,3,Mendoza Province,Red Blend,25
3269,4,California,Chardonnay,30
3271,2,California,Sauvignon Blanc,20
3272,1,Maule Valley,Cabernet Sauvignon,8
3274,1,Maipo Valley,Cabernet Sauvignon,11
3277,4,California,Chardonnay,50
3279,3,California,Pinot Noir,40
3281,3,Tuscany,Red Blend,40
3284,5,California,Pinot Noir,69
3285,4,Oregon,Pinot Noir,60
3286,2,Mendoza Province,Cabernet Sauvignon,12
3287,2,California,Chardonnay,21
3288,4,California,Pinot Noir,42
3289,3,California,Cabernet Sauvignon,75
3290,3,California,Pinot Noir,25
3298,3,Northern Spain,Red Blend,46
3303,2,South Australia,Sauvignon Blanc,18
3304,4,Burgundy,Pinot Noir,69
3307,4,Washington,Red Blend,78
3311,2,Western Cape,Sauvignon Blanc,11
3312,3,Washington,Red Blend,22
3314,2,California,Red Blend,42
3321,1,Washington,Red Blend,15
3326,2,Sicily & Sardinia,Cabernet Sauvignon,9
3331,3,Washington,Red Blend,20
3335,4,California,Pinot Noir,25
3337,2,California,Chardonnay,35
3339,2,California,Chardonnay,34
3341,4,Tuscany,Red Blend,58
3343,2,Vinho Espumante de Qualidade,Pinot Noir,50
3353,2,Oregon,Chardonnay,12
3357,2,California,Chardonnay,26
3361,2,Maule Valley,Chardonnay,8
3362,2,Australia Other,Chardonnay,12
3365,3,Washington,Cabernet Sauvignon,28
3366,2,Washington,Red Blend,40
3367,4,California,Cabernet Sauvignon,40
3368,2,Elgin,Pinot Noir,20
3369,3,California,Pinot Noir,46
3373,3,Washington,Sauvignon Blanc,19
3374,1,California,Red Blend,18
3375,3,California,Chardonnay,20
3377,3,Tuscany,Cabernet Sauvignon,40
3378,2,France Other,Red Blend,17
3386,1,California,Pinot Noir,23
3388,2,Pfalz,Cabernet Sauvignon,28
3389,1,California,Chardonnay,25
3390,2,California,Sauvignon Blanc,18
3391,3,Nemea,Red Blend,18
3397,3,Burgundy,Pinot Noir,19
3398,2,California,Pinot Noir,25
3399,3,California,Pinot Noir,59
3401,3,Waipara Valley,Chardonnay,37
3403,2,California,Chardonnay,8
3405,2,California,Pinot Noir,38
3406,4,California,Red Blend,58
3414,2,Maipo Valley,Cabernet Sauvignon,15
3417,3,Southern Italy,Red Blend,28
3420,3,California,Cabernet Sauvignon,32
3424,2,Southwest France,Red Blend,20
3425,4,Burgundy,Pinot Noir,145
3426,2,New York,Red Blend,24
3430,2,Washington,Chardonnay,9
3436,2,California,Cabernet Sauvignon,27
3438,3,California,Pinot Noir,39
3440,3,Tuscany,Red Blend,135
3448,4,California,Pinot Noir,21
3450,4,California,Pinot Noir,44
3453,2,California,Pinot Noir,34
3456,3,California,Chardonnay,16
3457,3,South Australia,Red Blend,35
3460,3,Tuscany,Red Blend,16
3461,2,California,Chardonnay,16
3462,3,California,Chardonnay,30
3465,3,California,Sauvignon Blanc,25
3466,2,California,Red Blend,32
3467,4,Oregon,Pinot Noir,48
3469,3,Loire Valley,Sauvignon Blanc,27
3471,2,California,Sauvignon Blanc,15
3480,2,Oregon,Pinot Noir,20
3483,3,California,Chardonnay,30
3488,4,Washington,Cabernet Sauvignon,75
3494,3,California,Chardonnay,32
3496,1,Maule Valley,Chardonnay,15
3499,2,California,Sauvignon Blanc,22
3500,3,California,Cabernet Sauvignon,75
3508,2,Washington,Cabernet Sauvignon,43
3517,2,Leyda Valley,Pinot Noir,15
3520,2,New York,Chardonnay,20
3521,4,Tuscany,Red Blend,35
3522,3,California,Chardonnay,35
3525,4,California,Pinot Noir,38
3526,2,California,Cabernet Sauvignon,30
3532,2,Burgundy,Pinot Noir,63
3536,2,Bordeaux,Sauvignon Blanc,13
3538,2,California,Pinot Noir,14
3540,4,California,Cabernet Sauvignon,85
3541,2,Other,Cabernet Sauvignon,16
3543,1,California,Chardonnay,14
3544,1,California,Red Blend,30
3547,2,Mendoza Province,Cabernet Sauvignon,19
3551,1,California,Chardonnay,13
3552,4,California,Pinot Noir,79
3559,3,California,Chardonnay,30
3567,2,California,Red Blend,34
3569,2,California,Cabernet Sauvignon,28
3570,2,Leyda Valley,Chardonnay,11
