,points,province,variety,price
756,2,Central Italy,Montepulciano,10.0
757,2,New York,Cabernet Franc,15.0
759,3,California,Zinfandel,24.0
760,3,California,Pinot Grigio,16.0
761,4,California,Pinot Noir,45.0
762,2,California,Red Blend,30.0
763,3,Burgundy,Pinot Noir,32.0
764,4,Veneto,"Corvina, Rondinella, Molinara",45.0
765,4,Galicia,White Blend,53.0
766,3,Piedmont,Nebbiolo,35.0
768,2,Oregon,Pinot Noir,21.0
769,2,Washington,Chardonnay,25.0
770,3,Kamptal,Riesling,24.0
771,2,California,Red Blend,10.0
772,3,Andalucia,Palomino,26.0
773,1,California,Red Blend,34.0
776,2,Constantia,Sauvignon Blanc,30.0
777,2,Colchagua Valley,White Blend,10.0
778,1,California,Merlot,22.0
779,3,Tuscany,Sangiovese,70.0
780,2,Southwest France,Malbec-Merlot,12.0
781,3,Burgenland,Zweigelt,18.0
783,3,Provence,Rosé,17.0
784,2,Northern Spain,Garnacha,8.0
785,3,Washington,Red Blend,30.0
786,2,California,Rosé,22.0
787,2,California,Riesling,13.0
788,3,Awatere Valley,Sauvignon Blanc,20.0
789,2,Champagne,Champagne Blend,100.0
790,3,Tuscany,Sangiovese,44.0
791,3,California,Syrah,55.0
792,2,Northern Spain,Red Blend,11.0
794,2,Lisboa,Portuguese Red,8.0
795,3,California,Bordeaux-style Red Blend,70.0
796,3,Central Spain,Verdejo,20.0
797,2,California,Zinfandel,10.0
798,2,Washington,Cabernet Sauvignon,20.0
799,4,Burgundy,Chardonnay,62.0
800,4,California,Petite Sirah,45.0
801,3,California,Syrah,40.0
802,3,Lombardy,Sparkling Blend,32.0
803,4,Mosel-Saar-Ruwer,Riesling,56.0
804,2,California,Bordeaux-style Red Blend,40.0
805,2,Southern Italy,Falanghina,17.0
806,4,Washington,Bordeaux-style Red Blend,75.0
807,1,Mendoza Province,Sauvignon Blanc,6.0
808,3,Wagram-Donauland,Grüner Veltliner,25.0
809,3,Stellenbosch,Chardonnay,21.0
810,3,Rhône Valley,Viognier,80.0
811,4,Tuscany,Sangiovese Grosso,60.0
812,2,California,Port,39.0
813,2,Northern Spain,Rosé,12.0
814,2,Oregon,Pinot Gris,18.0
815,3,California,Sauvignon Blanc,23.0
816,2,California,Pinot Noir,25.0
817,3,Oregon,Merlot,30.0
818,2,Alsace,Pinot Blanc,12.0
819,3,Washington,Merlot,45.0
820,2,Bordeaux,Bordeaux-style White Blend,12.0
821,3,Marlborough,Sauvignon Blanc,26.0
822,3,Western Cape,Red Blend,25.0
823,1,Maule Valley,Sauvignon Blanc,9.0
824,3,California,Syrah,54.0
825,3,Other,Malbec,40.0
826,3,California,Bordeaux-style Red Blend,48.0
827,2,Tuscany,Sangiovese,24.0
828,3,Washington,Merlot,25.0
829,4,Alsace,Riesling,48.0
830,3,California,Cabernet Sauvignon,150.0
831,4,Tuscany,Red Blend,30.0
832,4,California,Cabernet Sauvignon,95.0
833,3,Languedoc-Roussillon,Chenin Blanc,20.0
834,2,Northern Spain,Tempranillo Blend,40.0
835,2,California,Pinot Noir,48.0
836,3,Mendoza Province,Malbec,11.0
837,3,Lombardy,Turbiana,30.0
838,3,Alentejano,Portuguese Red,50.0
839,3,Tuscany,Cabernet Sauvignon,50.0
840,2,California,Cabernet Sauvignon,35.0
841,2,Veneto,Prosecco,15.0
842,3,California,Pinot Noir,32.0
843,3,California,Chardonnay,22.0
845,3,Northern Spain,Tinto del Pais,77.0
847,3,Oregon,Sauvignon Blanc,20.0
848,2,Omaka Valley,Pinot Noir,36.0
849,2,Peloponnese,Mavrodaphne,20.0
850,4,Tuscany,Red Blend,25.0
851,1,California,Pinot Noir,22.0
852,1,Casablanca Valley,Chardonnay,11.0
853,2,Maule Valley,Syrah,13.0
854,2,Beaujolais,Gamay,22.0
855,3,Burgundy,Chardonnay,25.0
856,4,Mendoza Province,Bordeaux-style Red Blend,75.0
857,3,Port,Port,20.0
858,2,New York,Rosé,13.0
859,1,Mendoza Province,Cabernet Sauvignon,15.0
860,3,Washington,Red Blend,36.0
861,2,Tuscany,Red Blend,60.0
862,2,Tuscany,Sangiovese Grosso,55.0
863,2,Bordeaux,Bordeaux-style Red Blend,8.0
865,3,Tuscany,Sangiovese,12.0
866,3,Northern Spain,Mencía,22.0
867,3,Oregon,White Blend,16.0
869,1,California,Grenache,25.0
870,2,California,Pinot Noir,57.0
871,2,California,Zinfandel,24.0
872,2,Bairrada,Bical,15.0
873,4,Tuscany,White Blend,47.0
874,3,Northern Spain,Tempranillo Blend,26.0
876,2,Douro,Portuguese Red,32.0
877,2,Tejo,Portuguese White,10.0
878,4,California,Sparkling Blend,80.0
879,3,Piedmont,Nebbiolo,59.0
880,3,California,Pinot Noir,55.0
882,2,California,Zinfandel,27.0
883,2,Australia Other,Chardonnay,7.0
884,2,California,Riesling,9.0
885,3,Mendoza Province,Malbec,15.0
886,3,Catalonia,Red Blend,24.0
887,2,Veneto,Glera,15.0
888,3,Northern Spain,Mencía,22.0
889,2,Burgundy,Chardonnay,27.0
890,4,California,Bordeaux-style Red Blend,60.0
891,2,California,Zinfandel,25.0
892,2,New York,Cabernet Franc,17.0
893,4,Burgundy,Chardonnay,100.0
894,2,Mosel-Saar-Ruwer,Riesling,20.0
895,4,Oregon,Pinot Noir,42.0
896,1,California,Sauvignon Blanc,18.0
897,4,Tuscany,Red Blend,45.0
898,3,South Australia,Shiraz,38.0
899,2,Marlborough,Sauvignon Blanc,15.0
901,3,Kras,Teran,23.0
902,2,Veneto,Glera,19.0
903,2,Vinho Verde,Portuguese White,9.0
904,2,California,Pinot Grigio,10.0
906,1,California,Tempranillo,12.0
907,1,Bordeaux,Bordeaux-style Red Blend,29.0
908,2,Tuscany,Sangiovese,20.0
909,3,Washington,Pinot Gris,13.0
910,2,Veneto,Glera,13.0
911,3,New York,Lemberger,32.0
912,4,California,Chardonnay,50.0
913,2,Pfalz,Riesling,11.0
914,3,California,Red Blend,18.0
915,3,Mendoza Province,Malbec,18.0
916,4,Burgundy,Chardonnay,90.0
917,1,California,Chardonnay,35.0
918,4,Mendoza Province,Malbec,55.0
919,2,California,Chardonnay,35.0
920,4,California,Chardonnay,38.0
921,2,Northern Spain,Tempranillo,14.0
922,4,Oregon,Zinfandel,39.0
923,2,Mosel,Riesling,11.0
924,2,California,Petite Sirah,15.0
925,2,California,Sauvignon Blanc,28.0
926,2,Languedoc-Roussillon,Rosé,16.0
927,2,California,Sauvignon Blanc,20.0
929,1,Northern Spain,Verdejo,15.0
930,3,Oregon,Pinot Noir,25.0
933,4,California,Cabernet Sauvignon,75.0
934,2,California,Chardonnay,14.0
935,3,Piedmont,Nebbiolo,55.0
936,3,California,Zinfandel,18.0
937,4,California,Bordeaux-style Red Blend,50.0
939,2,California,G-S-M,28.0
940,4,Port,Port,220.0
941,2,Thermenregion,Zweigelt,17.0
942,4,California,Rhône-style White Blend,20.0
944,3,Niederösterreich,Riesling,23.0
945,3,Washington,Merlot,20.0
946,4,California,Cabernet Sauvignon,25.0
947,3,Oregon,Pinot Gris,16.0
948,1,California,Zinfandel,18.0
949,2,Piedmont,Barbera,15.0
950,4,Mendoza Province,Malbec,55.0
951,4,California,Cabernet Sauvignon,105.0
952,2,Estremadura,Portuguese White,13.0
953,3,Other,Malbec,20.0
954,2,Western Australia,Chardonnay,25.0
955,2,Maule Valley,Carmenère,15.0
956,2,California,Pinot Noir,18.0
957,2,Loire Valley,Pinot Noir,30.0
958,3,Kamptal,Grüner Veltliner,39.0
959,2,Rheingau,Riesling,25.0
961,1,Central Valley,Shiraz-Cabernet Sauvignon,9.0
962,3,Piedmont,Dolcetto,18.0
963,2,Alsace,Alsace white blend,10.0
964,2,California,Primitivo,24.0
965,2,California,Chardonnay,11.0
966,2,Oregon,Pinot Noir,38.0
967,2,California,Zinfandel,15.0
968,3,Oregon,Pinot Noir,50.0
969,2,California,Pinot Noir,60.0
970,2,Bío Bío Valley,Pinot Noir,13.0
971,2,California,Chardonnay,25.0
972,1,California,Rhône-style Red Blend,25.0
973,2,Tuscany,Sangiovese,17.0
976,3,Washington,Cabernet Sauvignon,16.0
977,2,Washington,Chardonnay,15.0
978,2,California,White Blend,13.0
979,2,California,Chardonnay,11.0
980,2,New York,Riesling,14.0
981,4,Alsace,Gewürztraminer,78.0
982,3,California,Viognier,20.0
984,4,Tuscany,Petit Verdot,55.0
985,1,Washington,Sparkling Blend,11.0
986,2,Ribatejo,Portuguese White,6.0
987,3,Washington,Cabernet Sauvignon,27.0
988,4,Washington,Petit Verdot,38.0
989,3,Washington,Syrah,29.0
990,4,California,Pinot Noir,70.0
991,2,Oregon,Pinot Noir,18.0
992,3,New York,Riesling,14.0
993,3,Washington,Petit Verdot,30.0
994,3,Washington,Sangiovese,50.0
995,3,Douro,Portuguese White,30.0
996,3,Veneto,Garganega,24.0
997,3,California,Sparkling Blend,19.0
998,3,Victoria,Bordeaux-style Red Blend,65.0
999,2,Colchagua Valley,Carmenère,14.0
1000,3,Northeastern Italy,White Blend,25.0
1001,3,Minho,Portuguese White,17.0
1002,3,Piedmont,Dolcetto,22.0
1003,1,Northern Spain,White Blend,9.0
1004,4,California,Zinfandel,55.0
1005,3,Provence,Rosé,24.0
1006,2,California,Pinot Meunier,20.0
1007,3,Sicily & Sardinia,Red Blend,39.0
1008,2,California,Pinot Noir,13.0
1009,2,Burgenland,White Blend,20.0
1010,4,Washington,Grenache,28.0
1012,2,Hawke's Bay,Chardonnay,20.0
1013,3,Champagne,Champagne Blend,140.0
1014,3,Provence,Rosé,20.0
1015,2,California,Zinfandel,36.0
1016,2,California,Port,28.0
1017,2,Piedmont,Barbera,39.0
1018,2,California,Grenache,34.0
1019,3,Champagne,Champagne Blend,37.0
1020,3,Catalonia,White Blend,32.0
1021,2,Northern Spain,Tempranillo Blanco,24.0
1022,2,California,Pinot Noir,42.0
1023,2,Hawke's Bay,Merlot,14.0
1024,2,Central Spain,Tempranillo,16.0
1025,3,Tuscany,Red Blend,25.0
1026,3,Veneto,"Corvina, Rondinella, Molinara",45.0
1027,2,Piedmont,Barbera,12.0
1028,3,California,White Blend,12.0
1030,3,California,Chardonnay,35.0
1031,4,Alsace,White Blend,66.0
1032,2,California,Moscato,12.0
1033,3,Marlborough,Sauvignon Blanc,16.0
1034,4,California,Pinot Noir,47.0
1036,2,California,Cabernet Sauvignon,8.0
1037,3,Oregon,Cabernet Sauvignon,27.0
1038,2,Central Spain,Verdejo,13.0
1039,2,California,Petite Sirah,27.0
1040,2,California,Viognier,25.0
1041,2,California,Zinfandel,12.0
1042,2,Mendoza Province,Chardonnay,12.0
1043,4,Tuscany,Merlot,90.0
1044,3,Port,Port,15.0
1046,1,Washington,Sangiovese,19.0
1047,2,California,Cabernet Sauvignon-Syrah,45.0
1048,3,California,Black Monukka,25.0
1049,3,Burgundy,Pinot Noir,114.0
1050,2,Northeastern Italy,Pinot Grigio,9.0
1051,4,Washington,Bordeaux-style Red Blend,50.0
1052,4,California,Chardonnay,85.0
1053,4,Loire Valley,Sauvignon Blanc,61.0
1054,1,California,Rosé,10.0
1055,3,Rapel Valley,Viognier,15.0
1056,2,California,Sauvignon Blanc,22.0
1057,3,Crete,Red Blend,50.0
1058,2,Mendoza Province,Chardonnay,9.0
1059,5,California,Pinot Noir,78.0
1060,2,Sicily & Sardinia,Viognier,24.0
1061,3,California,Chardonnay,32.0
1062,4,Tuscany,Sangiovese Grosso,72.0
1063,2,California,Sauvignon Blanc,35.0
1064,4,Washington,Bordeaux-style Red Blend,43.0
1065,2,Mendoza Province,Tempranillo,17.0
1066,2,Veneto,Prosecco,15.0
1067,2,Casablanca Valley,Sauvignon Blanc,16.0
1068,2,Mendoza Province,Cabernet Sauvignon,13.0
1069,2,New York,Merlot,12.0
1070,3,Washington,Cabernet Sauvignon,52.0
1071,1,California,Chardonnay,20.0
1073,2,Oregon,Pinot Noir,20.0
1074,3,Washington,Red Blend,18.0
1075,3,Piedmont,Nebbiolo,42.0
1076,3,California,Pinot Noir,60.0
1077,1,California,Sauvignon Blanc,37.0
1078,3,Washington,Red Blend,45.0
1079,3,Washington,Merlot,50.0
1080,3,Washington,Tempranillo,25.0
1081,4,Champagne,Champagne Blend,150.0
1082,3,Burgundy,Chardonnay,50.0
1083,4,Oregon,Chardonnay,30.0
1084,3,Colchagua Valley,Merlot,22.0
1085,2,California,Chardonnay,32.0
1087,3,Aconcagua Valley,Cabernet Sauvignon,15.0
1088,4,California,Chardonnay,50.0
1089,3,California,Red Blend,32.0
1090,2,California,Cabernet Sauvignon,32.0
1091,2,Oregon,Chardonnay,18.0
1092,3,Languedoc-Roussillon,Muscat,45.0
1093,2,South Australia,Shiraz,11.0
1094,3,Galicia,Mencía,25.0
1095,1,Catalonia,Trepat,12.0
1096,2,Alsace,Gewürztraminer,50.0
1097,2,Bordeaux,Bordeaux-style Red Blend,90.0
1098,4,California,Cabernet Sauvignon,60.0
1099,3,Burgundy,Chardonnay,40.0
1100,2,California,Pinot Noir,30.0
1101,4,California,Pinot Noir,57.0
1102,3,Tejo,Portuguese Red,20.0
1103,2,Washington,Red Blend,32.0
1104,3,Southwest France,Malbec,25.0
1105,2,Tuscany,Red Blend,23.0
1106,3,Western Australia,Shiraz,30.0
1107,2,Canterbury,Pinot Noir,18.0
1108,3,California,Pinot Noir,40.0
1109,3,Maipo Valley,Carmenère,20.0
1110,2,California,Syrah,25.0
1111,2,California,Chardonnay,19.0
1112,2,California,Pinot Noir,20.0
1113,1,California,Zinfandel,25.0
1115,3,Northern Spain,Cabernet Sauvignon-Merlot,14.0
1117,1,Lombardy,Pinot Grigio,6.0
1118,2,California,Cabernet Sauvignon,34.0
1119,2,Loire Valley,Chenin Blanc,19.0
1120,2,California,Pinot Noir,28.0
1122,3,Idaho,Bordeaux-style Red Blend,28.0
1123,2,California,Pinot Noir,50.0
1124,2,New York,Merlot-Syrah,20.0
1125,4,Washington,Petit Verdot,39.0
1127,3,California,Red Blend,35.0
1128,4,California,Pinot Noir,18.0
1129,4,Oregon,Pinot Noir,65.0
1130,2,Golan Heights,Merlot,40.0
1131,4,South Australia,Cabernet Sauvignon,38.0
1132,1,California,Red Blend,16.0
1133,2,California,Sauvignon Blanc,10.0
1134,2,California,Chardonnay,15.0
1135,2,Western Cape,Chenin Blanc,10.0
1136,2,California,Cabernet Sauvignon,10.0
1137,2,Juanico,Red Blend,50.0
1138,2,Veneto,"Corvina, Rondinella, Molinara",30.0
1139,2,California,Petit Verdot,25.0
1140,3,Peljesac,Plavac Mali,65.0
1141,3,Tuscany,Red Blend,36.0
1142,4,Southern Italy,Nero di Troia,70.0
1143,3,Mendoza Province,Malbec,19.0
1144,3,California,Chardonnay,30.0
1146,2,Tuscany,Sangiovese,23.0
1147,2,Piedmont,Moscato,24.0
1148,2,Southern Italy,Susumaniello,20.0
1149,2,California,Malvasia Bianca,18.0
1150,1,California,Zinfandel,25.0
1152,4,California,Pinot Noir,60.0
1153,1,Central Italy,Sangiovese,8.0
1154,4,California,Pinot Noir,45.0
1155,4,California,Cabernet Sauvignon,100.0
1156,2,California,Cabernet Sauvignon,8.0
1157,1,California,Cabernet Sauvignon,75.0
1158,1,Tejo,Portuguese Red,9.0
1159,2,Central Valley,Carmenère,16.0
1160,3,Oregon,Pinot Noir,41.0
1161,3,California,Sparkling Blend,24.0
1162,3,California,Zinfandel,45.0
1163,2,Mendoza Province,Cabernet Sauvignon,15.0
1164,3,Rheingau,Riesling,25.0
1165,3,Galicia,Albariño,22.0
1166,2,Rhône Valley,Syrah,22.0
1167,3,Oregon,Pinot Noir,35.0
1168,2,California,Chardonnay,16.0
1169,3,Central Italy,Vernaccia,30.0
1170,3,Loire Valley,Sauvignon Blanc,22.0
1171,2,Languedoc-Roussillon,Carignan,25.0
1172,3,Southern Italy,Aglianico,65.0
1173,3,Mosel,Riesling,28.0
1174,1,Mendoza Province,Bonarda,30.0
1175,3,Mendoza Province,Malbec,14.0
1176,4,Piedmont,Nebbiolo,48.0
1177,3,Canada Other,Apple,33.0
1178,2,Northeastern Italy,Pinot Grigio,19.0
1179,3,California,Cabernet Sauvignon,40.0
1180,2,California,Chardonnay,36.0
1181,2,California,Muscat Canelli,11.0
1182,2,Alsace,Pinot Noir,26.0
1183,3,California,Pinot Noir,78.0
1184,2,Piedmont,Moscato,18.0
1185,4,California,Chardonnay,65.0
1186,3,Washington,Riesling,13.0
1187,4,California,Cabernet Sauvignon,75.0
1188,2,California,Pinot Noir,25.0
1189,4,Lombardy,Sparkling Blend,80.0
1190,3,Colchagua Valley,Merlot,11.0
1191,3,Washington,Cabernet Sauvignon,40.0
1192,2,California,Red Blend,10.0
1193,3,South Australia,Riesling,16.0
1194,2,Mendoza Province,Syrah,25.0
1195,1,Languedoc-Roussillon,Pinot Noir,12.0
1196,2,Tuscany,Red Blend,25.0
1197,1,Central Italy,White Blend,25.0
1198,2,Washington,Red Blend,13.0
1199,2,Southern Italy,Negroamaro,18.0
1200,3,Sicily & Sardinia,Nero d'Avola,25.0
1201,2,New York,Pinot Gris,20.0
1202,5,Mosel,Riesling,228.0
1203,3,Western Australia,Cabernet Sauvignon,30.0
1204,2,California,Pinot Noir,32.0
1205,3,Burgundy,Pinot Noir,140.0
1206,2,Colchagua Valley,Syrah-Cabernet,8.0
1208,2,California,Merlot,14.0
1209,4,Burgundy,Pinot Noir,225.0
1210,2,Central Italy,Red Blend,14.0
1211,2,Languedoc-Roussillon,Rhône-style Red Blend,13.0
1212,3,Andalucia,Sherry,75.0
1213,2,California,Syrah,27.0
1214,2,California,Pinot Noir,30.0
1215,3,Languedoc-Roussillon,Rhône-style Red Blend,23.0
1216,3,Northern Spain,Red Blend,24.0
1217,2,California,Meritage,80.0
1218,3,Tuscany,Red Blend,15.0
1219,2,Washington,Rhône-style Red Blend,25.0
1222,3,Northeastern Italy,White Blend,31.0
1223,2,Washington,Cabernet Sauvignon,30.0
1224,2,California,Pinot Noir,40.0
1225,3,California,Chardonnay,50.0
1226,3,California,Barbera,18.0
1227,3,Oregon,Pinot Noir,50.0
1228,3,Washington,Syrah,25.0
1229,3,California,Chardonnay,45.0
1230,3,South Australia,Riesling,15.0
1231,2,California,Pinot Gris,16.0
1232,2,Oregon,Pinot Gris,16.0
1233,2,California,Cabernet Sauvignon,48.0
1234,2,Estremadura,Portuguese Red,8.0
1235,2,Sicily & Sardinia,Rosé,16.0
1236,2,California,Cabernet Sauvignon,40.0
1237,2,Tuscany,Rosé,15.0
1238,3,Rhône Valley,Rosé,14.0
1239,2,Washington,Syrah,50.0
1240,2,California,Viognier,26.0
1241,2,Northern Spain,Rosé,14.0
1242,2,Northern Spain,Red Blend,22.0
1243,2,Idaho,Cabernet Sauvignon,20.0
1245,3,California,Zinfandel,35.0
1246,1,Levante,Cabernet Sauvignon-Cabernet Franc,30.0
1247,3,Washington,Claret,20.0
1248,1,California,Malbec,55.0
1249,3,California,Syrah,18.0
1250,2,Alsace,Riesling,33.0
1251,1,Northern Spain,Tempranillo Blend,225.0
1252,2,Western Cape,Shiraz,15.0
1254,2,California,Pinot Noir,30.0
1255,2,Northern Spain,Garnacha,8.0
1256,2,Tuscany,Sangiovese,13.0
1257,2,Robertson,Chenin Blanc,10.0
1258,3,California,Cabernet Sauvignon,70.0
1259,4,California,Zinfandel,30.0
1260,3,Vinho Verde,Portuguese White,13.0
1261,3,California,Roussanne,25.0
1262,3,California,Zinfandel,30.0
1263,4,Aconcagua Valley,Syrah,120.0
1265,2,Tuscany,Sauvignon Blanc,13.0
1266,3,California,Cabernet Sauvignon,50.0
1267,2,California,Cabernet Merlot,8.0
1268,4,Washington,Cabernet Sauvignon,40.0
1269,1,Southern Italy,Primitivo,14.0
1270,2,Lisboa,Portuguese Red,6.0
1271,3,California,Sémillon,13.0
1272,3,Northern Spain,Tempranillo,59.0
1273,4,California,Cabernet Sauvignon-Malbec,100.0
1274,3,Washington,Syrah,37.0
1276,2,Languedoc-Roussillon,Rosé,12.0
1277,2,California,Merlot,10.0
1278,3,California,Pinot Noir,42.0
1279,2,Colchagua Valley,Carmenère,13.0
1280,3,Marlborough,Riesling,20.0
1283,3,California,Syrah,32.0
1284,3,California,Chardonnay,35.0
1285,2,California,Riesling,13.0
1286,2,Northern Spain,Garnacha,12.0
1287,3,California,Cabernet Sauvignon,30.0
1288,2,Virginia,Viognier,19.0
1289,4,California,Pinot Noir,58.0
1290,1,Champagne,Champagne Blend,45.0
1291,3,Mosel-Saar-Ruwer,Riesling,20.0
1292,3,Marlborough,Chardonnay,24.0
1293,3,Washington,Cabernet Sauvignon,30.0
1294,2,Veneto,Glera,12.0
1296,3,Catalonia,Red Blend,33.0
1297,2,Alsace,Pinot Noir,44.0
1298,2,Provence,Rosé,20.0
1299,4,Southwest France,Malbec,40.0
1300,4,California,Pinot Noir,38.0
1301,2,Tuscany,Sangiovese,39.0
1302,2,Washington,Cabernet Sauvignon,18.0
1303,3,Alsace,Pinot Blanc,12.0
1304,2,California,G-S-M,40.0
1305,2,California,Rhône-style White Blend,23.0
1306,3,California,Zinfandel,40.0
1307,4,Washington,Mourvèdre,42.0
1308,4,Lisboa,Portuguese Red,18.0
1309,2,Other,Pinot Grigio,11.0
1311,1,California,Zinfandel,25.0
1312,3,California,Charbono,38.0
1313,2,California,Zinfandel,18.0
1314,2,California,Bordeaux-style White Blend,28.0
1316,3,Port,Port,45.0
1317,2,Catalonia,Sparkling Blend,15.0
1318,3,Western Cape,Syrah,26.0
1320,4,California,Chardonnay,39.0
1321,2,Northeastern Italy,Chardonnay,14.0
1323,4,Washington,Chardonnay,32.0
1324,2,California,Cabernet Sauvignon,20.0
1325,4,Tuscany,Sangiovese Grosso,120.0
1326,2,Northern Spain,Verdejo,15.0
1327,3,Mosel,Riesling,30.0
1328,2,Loire Valley,Sparkling Blend,32.0
1329,2,California,Zinfandel,18.0
1330,2,Champagne,Pinot Noir,61.0
1331,2,Colchagua Valley,Cabernet Sauvignon,8.0
1332,2,California,Cabernet Sauvignon,40.0
1334,2,California,Merlot,13.0
1335,3,Tuscany,Sangiovese Grosso,55.0
1336,2,New York,Gewürztraminer,15.0
1337,4,South Australia,Shiraz,29.0
1338,4,Port,Port,105.0
1339,2,Sicily & Sardinia,Inzolia,13.0
1340,3,California,Petite Sirah,48.0
1341,2,Piedmont,Dolcetto,13.0
1342,3,California,Pinot Noir,30.0
1343,1,California,Syrah,30.0
1344,3,Mendoza Province,Malbec,20.0
1345,1,Oregon,Pinot Blanc,15.0
1346,1,Levante,Tempranillo,11.0
1347,3,Washington,Cabernet Franc,18.0
1348,1,Southwest France,Rosé,12.0
1349,3,Casablanca Valley,Chardonnay,37.0
1350,3,Casablanca Valley,Chardonnay,17.0
1351,2,California,Merlot,30.0
1352,1,California,Chardonnay,20.0
1353,3,Mendoza Province,Malbec,17.0
1354,2,Colchagua Valley,Pinot Noir,13.0
1355,1,Casablanca Valley,Pinot Noir,13.0
1356,3,Piedmont,Nebbiolo,100.0
1357,3,Oregon,Pinot Noir,38.0
1358,2,California,Cabernet Sauvignon,38.0
1359,3,Champagne,Champagne Blend,135.0
1360,2,Levante,Monastrell-Syrah,10.0
1361,2,Piedmont,Moscato,12.0
1362,2,Stellenbosch,Shiraz,23.0
1363,3,California,Pinot Noir,30.0
1364,4,Douro,Portuguese Red,49.0
1365,2,Southern Italy,Falanghina,18.0
1366,2,South Australia,Shiraz,25.0
1367,2,South Australia,Shiraz,19.0
1368,3,Martinborough,Pinot Noir,46.0
1370,2,New York,Pinot Noir,30.0
1371,2,Languedoc-Roussillon,White Blend,9.0
1372,3,California,Chardonnay,35.0
1373,2,California,Zinfandel,23.0
1374,3,Mosel,Riesling,19.0
1375,3,Northern Spain,Verdejo,35.0
1376,2,Negev Hills,Sauvignon Blanc,24.0
1377,4,Southwest France,Petit Manseng,25.0
1378,1,Neszmély,Red Blend,9.0
1379,3,California,Pinot Noir,39.0
1380,3,Northern Spain,Tempranillo Blend,14.0
1381,4,California,Cabernet Sauvignon,125.0
1382,2,California,Zinfandel,24.0
1383,2,California,Cabernet Sauvignon,25.0
1384,2,Washington,Cabernet Sauvignon,28.0
1385,1,California,Zinfandel,32.0
1386,2,Bordeaux,Bordeaux-style Red Blend,19.0
1387,2,Virginia,Viognier,25.0
1388,3,Rapel Valley,White Blend,18.0
1389,1,California,Pinot Grigio,19.0
1390,5,Bordeaux,Bordeaux-style Red Blend,175.0
1391,2,California,Orange Muscat,24.0
1392,2,Burgundy,Chardonnay,33.0
1394,2,Languedoc-Roussillon,Rhône-style Red Blend,9.0
1395,2,Rhône Valley,Rosé,14.0
1396,2,Australia Other,Cabernet Sauvignon,10.0
1397,3,California,Merlot,25.0
1398,4,California,Cabernet Sauvignon,125.0
1399,2,Mendoza Province,Pinot Noir,64.0
1400,3,Northern Spain,Mencía,55.0
1401,2,Piedmont,Moscato,13.0
1402,2,Northeastern Italy,Sparkling Blend,11.0
1403,2,Marlborough,Riesling,31.0
1404,3,Oregon,Chardonnay,18.0
1405,3,Lombardy,Sparkling Blend,28.0
1406,2,Virginia,Chardonnay,22.0
1407,3,California,Cabernet Sauvignon,54.0
1408,3,Wachau,Grüner Veltliner,15.0
1409,2,Burgundy,Champagne Blend,15.0
1410,2,Lisboa,Cabernet Sauvignon and Tinta Roriz,8.0
1411,4,Burgundy,Chardonnay,97.0
1412,2,Stellenbosch,Sauvignon Blanc,12.0
1413,1,California,Touriga Nacional,23.0
1414,2,Washington,Grenache,24.0
1415,2,Central Valley,Sauvignon Blanc,8.0
1416,2,Northeastern Italy,Ribolla Gialla,19.0
1417,2,Southwest France,Malbec-Merlot,12.0
1418,2,Aconcagua Valley,Merlot,12.0
1419,4,California,Chardonnay,40.0
